epoch,TP,FP,FN
121,0.99894,0.0008598278519526513,0.0010599999999999499
122,0.99894,6.993069514867489e-05,0.0010599999999999499
123,0.99894,8.991269214232727e-05,0.0010599999999999499
124,0.99894,0.00010989548850378987,0.0010599999999999499
125,0.99894,0.00020982146250716997,0.0010599999999999499
126,0.99894,8.991269214232727e-05,0.0010599999999999499
127,0.99894,6.993069514867489e-05,0.0010599999999999499
128,0.99894,3.995919836797468e-05,0.0010599999999999499
129,0.99894,7.992159372746721e-05,0.0010599999999999499
130,0.99894,0.00013987118196550415,0.0010599999999999499
131,0.99894,9.99039903990289e-05,0.0010599999999999499
132,0.99894,6.993069514867489e-05,0.0010599999999999499
133,0.99894,6.993069514867489e-05,0.0010599999999999499
134,0.99894,6.993069514867489e-05,0.0010599999999999499
135,0.99894,7.992159372746721e-05,0.0010599999999999499
136,0.99894,9.99039903990289e-05,0.0010599999999999499
137,0.99894,6.993069514867489e-05,0.0010599999999999499
138,0.99894,5.993999639973302e-05,0.0010599999999999499
139,0.99894,6.993069514867489e-05,0.0010599999999999499
140,0.99894,6.993069514867489e-05,0.0010599999999999499
141,0.99894,0.00010989548850378987,0.0010599999999999499
142,0.99894,6.993069514867489e-05,0.0010599999999999499
143,0.99894,0.00013987118196550415,0.0010599999999999499
144,0.99894,0.0003197631241997309,0.0010599999999999499
145,0.99894,7.992159372746721e-05,0.0010599999999999499
146,0.99894,6.993069514867489e-05,0.0010599999999999499
147,0.99894,7.992159372746721e-05,0.0010599999999999499
148,0.99894,7.992159372746721e-05,0.0010599999999999499
149,0.99894,6.993069514867489e-05,0.0010599999999999499
150,0.99894,6.993069514867489e-05,0.0010599999999999499
151,0.99894,6.993069514867489e-05,0.0010599999999999499
152,0.99894,3.995919836797468e-05,0.0010599999999999499
153,0.99894,6.993069514867489e-05,0.0010599999999999499
154,0.99894,6.993069514867489e-05,0.0010599999999999499
155,0.99894,6.993069514867489e-05,0.0010599999999999499
156,0.99894,6.993069514867489e-05,0.0010599999999999499
157,0.99894,6.993069514867489e-05,0.0010599999999999499
158,0.99894,6.993069514867489e-05,0.0010599999999999499
159,0.99894,8.991269214232727e-05,0.0010599999999999499
160,0.99894,7.992159372746721e-05,0.0010599999999999499
161,0.99894,7.992159372746721e-05,0.0010599999999999499
162,0.99894,7.992159372746721e-05,0.0010599999999999499
163,0.99894,6.993069514867489e-05,0.0010599999999999499
164,0.99894,7.992159372746721e-05,0.0010599999999999499
165,0.99894,0.00015985597695636198,0.0010599999999999499
166,0.99894,6.993069514867489e-05,0.0010599999999999499
167,0.99894,8.991269214232727e-05,0.0010599999999999499
168,0.99894,7.992159372746721e-05,0.0010599999999999499
169,0.99894,0.0005397190482860594,0.0010599999999999499
170,0.99894,0.0001998279655930966,0.0010599999999999499
171,0.99894,0.00012987908428092003,0.0010599999999999499
172,0.99894,0.0006797414241684485,0.0010599999999999499
173,0.99894,0.00020982146250716997,0.0010599999999999499
174,0.99894,0.0003297590204768098,0.0010599999999999499
175,0.99894,9.99039903990289e-05,0.0010599999999999499
176,0.99894,7.992159372746721e-05,0.0010599999999999499
177,0.99894,6.993069514867489e-05,0.0010599999999999499
178,0.99894,7.992159372746721e-05,0.0010599999999999499
179,0.99894,7.992159372746721e-05,0.0010599999999999499
180,0.99894,6.993069514867489e-05,0.0010599999999999499
181,0.99894,6.993069514867489e-05,0.0010599999999999499
182,0.99894,7.992159372746721e-05,0.0010599999999999499
183,0.99894,6.993069514867489e-05,0.0010599999999999499
184,0.99894,6.993069514867489e-05,0.0010599999999999499
185,0.99894,0.00010989548850378987,0.0010599999999999499
186,0.99894,7.992159372746721e-05,0.0010599999999999499
187,0.99894,7.992159372746721e-05,0.0010599999999999499
188,0.99894,7.992159372746721e-05,0.0010599999999999499
189,0.99894,9.99039903990289e-05,0.0010599999999999499
190,0.99894,6.993069514867489e-05,0.0010599999999999499
191,0.99894,6.993069514867489e-05,0.0010599999999999499
192,0.99894,6.993069514867489e-05,0.0010599999999999499
193,0.99894,6.993069514867489e-05,0.0010599999999999499
194,0.99894,6.993069514867489e-05,0.0010599999999999499
195,0.99894,6.993069514867489e-05,0.0010599999999999499
196,0.99894,6.993069514867489e-05,0.0010599999999999499
197,0.99894,6.993069514867489e-05,0.0010599999999999499
198,0.99894,7.992159372746721e-05,0.0010599999999999499
199,0.99894,7.992159372746721e-05,0.0010599999999999499
200,0.99894,7.992159372746721e-05,0.0010599999999999499
