epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,10002.7,0.49033,0.26147,1.05244,0.99988,0.49947,0.6882,0.65194,2.1641,3.68054,2.41385,0.0054955,0.0054955,0.0054955
184,10053.1,0.49548,0.26057,1.05299,0.99979,0.49947,0.68058,0.6446,2.18755,3.67303,2.4507,0.00547075,0.00547075,0.00547075
185,10103,0.49371,0.26197,1.0616,0.99981,0.49947,0.68232,0.64605,2.20017,3.68649,2.44328,0.005446,0.005446,0.005446
186,10153.2,0.48785,0.25978,1.0557,0.99992,0.49947,0.6399,0.60382,2.22658,3.69598,2.44934,0.00542125,0.00542125,0.00542125
187,10203.8,0.4975,0.26379,1.05454,0.99991,0.49947,0.57855,0.54555,2.13119,3.72436,2.39222,0.0053965,0.0053965,0.0053965
188,10254,0.49026,0.25819,1.05358,0.99993,0.49947,0.68159,0.64541,2.09345,3.74087,2.35799,0.00537175,0.00537175,0.00537175
189,10304.9,0.48996,0.26306,1.05106,0.99992,0.49947,0.66775,0.63231,2.08415,3.73175,2.33907,0.005347,0.005347,0.005347
190,10359.2,0.49765,0.26183,1.05721,0.99992,0.49947,0.67144,0.63837,2.05524,3.70843,2.30911,0.00532225,0.00532225,0.00532225
191,10413.5,0.48738,0.2586,1.04684,0.99991,0.49947,0.69168,0.65679,2.09161,3.73816,2.33995,0.0052975,0.0052975,0.0052975
192,10463.5,0.49449,0.26189,1.04873,0.99992,0.49947,0.66701,0.6318,2.07762,3.70895,2.3381,0.00527275,0.00527275,0.00527275
193,10512.5,0.48246,0.25813,1.03424,0.99991,0.49947,0.63648,0.60364,2.00676,3.6456,2.28044,0.005248,0.005248,0.005248
194,10561.6,0.49446,0.25984,1.04869,0.9999,0.49947,0.61656,0.58473,2.03374,3.65149,2.29231,0.00522325,0.00522325,0.00522325
195,10610.8,0.49157,0.25807,1.05189,0.99986,0.49947,0.65724,0.62382,2.07873,3.66363,2.33573,0.0051985,0.0051985,0.0051985
196,10660.4,0.47854,0.25781,1.03408,0.99988,0.49947,0.65235,0.61885,2.14149,3.66003,2.38839,0.00517375,0.00517375,0.00517375
197,10709.4,0.48535,0.25937,1.04459,0.99983,0.49947,0.65204,0.61688,2.15407,3.65793,2.38791,0.005149,0.005149,0.005149
198,10758.7,0.48036,0.25798,1.03821,0.99988,0.49947,0.66542,0.63085,2.16683,3.67495,2.40656,0.00512425,0.00512425,0.00512425
199,10809.8,0.47988,0.25729,1.03759,0.9999,0.49947,0.67817,0.64375,2.12976,3.67562,2.35513,0.0050995,0.0050995,0.0050995
200,10865.4,0.48973,0.25851,1.04422,0.9999,0.49947,0.69168,0.6572,2.06547,3.66223,2.33104,0.00507475,0.00507475,0.00507475
201,10920.6,0.48606,0.25969,1.04507,0.99991,0.49947,0.68635,0.65154,2.06533,3.66799,2.30126,0.00505,0.00505,0.00505
202,10971.2,0.49864,0.2604,1.04324,0.99989,0.49947,0.65724,0.62466,2.13601,3.76225,2.37737,0.00502525,0.00502525,0.00502525
203,11021.5,0.48169,0.25572,1.04066,0.99979,0.49947,0.62304,0.59036,2.10535,3.75099,2.3458,0.0050005,0.0050005,0.0050005
204,11072.2,0.48514,0.25794,1.04976,0.9999,0.49947,0.63111,0.59916,2.06031,3.77876,2.33013,0.00497575,0.00497575,0.00497575
205,11122.4,0.47785,0.25488,1.04038,0.99992,0.49947,0.68015,0.64637,1.9812,3.74725,2.26365,0.004951,0.004951,0.004951
206,11171.6,0.48061,0.26046,1.03997,0.9999,0.49947,0.64803,0.61541,1.97694,3.69495,2.27468,0.00492625,0.00492625,0.00492625
207,11220.1,0.47406,0.24826,1.03288,0.99982,0.49947,0.6859,0.65098,2.03671,3.75717,2.3212,0.0049015,0.0049015,0.0049015
208,11268.9,0.48199,0.26325,1.0406,0.99989,0.49947,0.68961,0.65505,2.00877,3.75332,2.30276,0.00487675,0.00487675,0.00487675
209,11317.8,0.48531,0.25732,1.04116,0.9999,0.49947,0.7053,0.67031,2.09871,3.72117,2.3433,0.004852,0.004852,0.004852
210,11366.3,0.47497,0.25427,1.0382,0.99885,0.49947,0.71314,0.67905,2.15571,3.73645,2.36686,0.00482725,0.00482725,0.00482725
211,11415.2,0.48005,0.25403,1.03261,0.99991,0.49947,0.68499,0.65149,2.13552,3.72753,2.35194,0.0048025,0.0048025,0.0048025
212,11464.4,0.47523,0.25101,1.04198,0.99993,0.49947,0.67831,0.64562,2.05059,3.65917,2.28752,0.00477775,0.00477775,0.00477775
213,11513.2,0.4729,0.25235,1.03439,0.99992,0.49947,0.69413,0.66228,2.11061,3.65307,2.34598,0.004753,0.004753,0.004753
214,11562.2,0.47872,0.25234,1.03305,0.99992,0.49947,0.6865,0.65286,2.10509,3.63803,2.35227,0.00472825,0.00472825,0.00472825
215,11611.8,0.46513,0.24784,1.02896,0.99991,0.49947,0.70829,0.67525,2.09252,3.62736,2.30947,0.0047035,0.0047035,0.0047035
216,11661.5,0.4767,0.25558,1.0354,0.99991,0.49947,0.72353,0.69054,2.01341,3.56055,2.25695,0.00467875,0.00467875,0.00467875
217,11711.1,0.47541,0.25102,1.04124,0.99989,0.49947,0.73305,0.69937,2.05903,3.63348,2.29769,0.004654,0.004654,0.004654
218,11760.7,0.47595,0.25118,1.04116,0.99991,0.49947,0.71677,0.68284,2.0673,3.6414,2.30096,0.00462925,0.00462925,0.00462925
219,11810.4,0.47682,0.25147,1.04157,0.99993,0.49947,0.70623,0.67171,2.05884,3.63069,2.30484,0.0046045,0.0046045,0.0046045
220,11860.4,0.47066,0.24925,1.02627,0.99993,0.49947,0.72095,0.68753,2.08831,3.6403,2.34983,0.00457975,0.00457975,0.00457975
221,11909.8,0.46679,0.24999,1.03431,0.99993,0.49947,0.70679,0.67213,2.09061,3.66656,2.34805,0.004555,0.004555,0.004555
222,11958.9,0.47361,0.25037,1.03234,0.99993,0.49947,0.69347,0.66016,2.07243,3.66273,2.33799,0.00453025,0.00453025,0.00453025
223,12007.4,0.46729,0.24891,1.0309,0.99993,0.49947,0.69136,0.65874,2.09601,3.66516,2.35966,0.0045055,0.0045055,0.0045055
224,12056.3,0.47306,0.25067,1.03182,0.99993,0.49947,0.68305,0.64989,2.0829,3.68542,2.36471,0.00448075,0.00448075,0.00448075
225,12105.8,0.46985,0.24694,1.0279,0.99992,0.49947,0.67354,0.64102,2.05726,3.66213,2.36895,0.004456,0.004456,0.004456
226,12154.9,0.4805,0.25095,1.04346,0.99991,0.49947,0.6835,0.6515,2.06897,3.69043,2.35921,0.00443125,0.00443125,0.00443125
227,12204.1,0.46342,0.24313,1.01892,0.99991,0.49947,0.66049,0.62781,2.09961,3.72168,2.39073,0.0044065,0.0044065,0.0044065
228,12253,0.47173,0.2489,1.03169,0.99993,0.49947,0.67761,0.64534,2.07998,3.71795,2.36424,0.00438175,0.00438175,0.00438175
229,12301.6,0.45942,0.24569,1.02596,0.99993,0.49947,0.66951,0.63697,2.12105,3.73837,2.41026,0.004357,0.004357,0.004357
230,12350.6,0.47712,0.249,1.03229,0.99993,0.49947,0.61668,0.58451,2.10912,3.73849,2.38191,0.00433225,0.00433225,0.00433225
231,12400.7,0.47067,0.25108,1.02956,0.99993,0.49947,0.60532,0.57406,2.0729,3.73143,2.34739,0.0043075,0.0043075,0.0043075
232,12450.6,0.46373,0.24937,1.02147,0.99993,0.49947,0.63817,0.6072,2.11084,3.70934,2.41183,0.00428275,0.00428275,0.00428275
233,12500.3,0.46579,0.24877,1.02999,0.99993,0.49947,0.68977,0.65733,2.12369,3.69155,2.39734,0.004258,0.004258,0.004258
234,12550.7,0.46661,0.249,1.03123,0.99993,0.49947,0.64911,0.61621,2.11496,3.6578,2.38369,0.00423325,0.00423325,0.00423325
235,12601.6,0.4614,0.24733,1.0242,0.99992,0.49947,0.60492,0.5727,2.09721,3.64349,2.3705,0.0042085,0.0042085,0.0042085
236,12651.8,0.46496,0.2472,1.03212,0.99979,0.49947,0.64544,0.61441,2.10451,3.67954,2.35445,0.00418375,0.00418375,0.00418375
237,12702.1,0.45861,0.24424,1.02718,0.99992,0.49947,0.62541,0.59503,2.11894,3.70188,2.36251,0.004159,0.004159,0.004159
238,12752,0.45709,0.23993,1.0222,0.99993,0.49947,0.65071,0.62066,2.11996,3.70962,2.36039,0.00413425,0.00413425,0.00413425
239,12800.9,0.46956,0.24615,1.03083,0.99993,0.49947,0.67274,0.64114,2.1459,3.69505,2.37513,0.0041095,0.0041095,0.0041095
240,12849.7,0.46078,0.24273,1.0218,0.99993,0.49947,0.63851,0.60723,2.14668,3.6698,2.36436,0.00408475,0.00408475,0.00408475
241,12899.2,0.45692,0.24338,1.02158,0.99993,0.49947,0.63095,0.60004,2.12414,3.66273,2.34586,0.00406,0.00406,0.00406
242,12948.5,0.46585,0.24123,1.03074,0.99992,0.49947,0.63142,0.60045,2.10544,3.65534,2.33516,0.00403525,0.00403525,0.00403525
243,12998.1,0.46437,0.24454,1.02582,0.99992,0.49947,0.62408,0.59317,2.0838,3.66336,2.31755,0.0040105,0.0040105,0.0040105
244,13047.4,0.4629,0.2418,1.02297,0.99984,0.49947,0.62684,0.59613,2.07839,3.64776,2.31888,0.00398575,0.00398575,0.00398575
245,13096.6,0.45232,0.23693,1.02253,0.99992,0.49947,0.63775,0.60762,2.09194,3.65137,2.33003,0.003961,0.003961,0.003961
246,13145.6,0.45818,0.24477,1.01669,0.99993,0.49947,0.65518,0.62552,2.10607,3.66567,2.34494,0.00393625,0.00393625,0.00393625
247,13195.7,0.45723,0.24101,1.01864,0.99989,0.49947,0.61724,0.58714,2.07748,3.65253,2.32052,0.0039115,0.0039115,0.0039115
248,13245.9,0.46855,0.24818,1.03103,0.9998,0.49947,0.60713,0.5787,2.04708,3.63635,2.3101,0.00388675,0.00388675,0.00388675
249,13296.4,0.45088,0.24213,1.02301,0.99988,0.49947,0.6091,0.57918,2.0695,3.63524,2.31281,0.003862,0.003862,0.003862
250,13346.3,0.46222,0.24507,1.02101,0.99989,0.49947,0.6203,0.59023,2.10712,3.6509,2.34146,0.00383725,0.00383725,0.00383725
251,13396.4,0.45107,0.23891,1.01349,0.99989,0.49947,0.62339,0.59484,2.11226,3.65601,2.3479,0.0038125,0.0038125,0.0038125
252,13447,0.45951,0.24249,1.02328,0.99988,0.49947,0.62728,0.59845,2.10795,3.67511,2.34638,0.00378775,0.00378775,0.00378775
253,13497.7,0.46096,0.24341,1.01898,0.99986,0.49947,0.63657,0.60772,2.1147,3.71388,2.35581,0.003763,0.003763,0.003763
254,13547.8,0.47159,0.2473,1.03845,0.99985,0.49947,0.62464,0.59478,2.11539,3.71646,2.37377,0.00373825,0.00373825,0.00373825
255,13596.7,0.45021,0.23895,1.01574,0.99982,0.49947,0.64611,0.61694,2.11685,3.72568,2.3744,0.0037135,0.0037135,0.0037135
256,13645.5,0.4678,0.2425,1.02616,0.99989,0.49947,0.65381,0.6246,2.10727,3.7242,2.36245,0.00368875,0.00368875,0.00368875
257,13694.5,0.45907,0.23849,1.01764,0.99988,0.49947,0.67157,0.64293,2.13523,3.73604,2.37854,0.003664,0.003664,0.003664
258,13743.2,0.46,0.24019,1.02039,0.99882,0.49947,0.65307,0.62439,2.17779,3.73636,2.40565,0.00363925,0.00363925,0.00363925
259,13791.8,0.46898,0.24181,1.03939,0.99897,0.49947,0.61522,0.58702,2.18087,3.73475,2.40587,0.0036145,0.0036145,0.0036145
260,13841.2,0.46232,0.24235,1.02376,0.99921,0.49947,0.6252,0.59649,2.18072,3.73603,2.39586,0.00358975,0.00358975,0.00358975
261,13890.1,0.44565,0.23734,1.01062,0.99914,0.49947,0.62429,0.59593,2.15148,3.73839,2.37769,0.003565,0.003565,0.003565
262,13939.1,0.44673,0.23758,1.01352,0.99981,0.49947,0.64911,0.62025,2.13683,3.73823,2.36031,0.00354025,0.00354025,0.00354025
263,13988.5,0.45794,0.24309,1.02245,0.99985,0.49947,0.64611,0.6168,2.1252,3.73549,2.34549,0.0035155,0.0035155,0.0035155
264,14039.1,0.45733,0.24035,1.0288,0.99986,0.49947,0.62004,0.59081,2.12274,3.73287,2.35148,0.00349075,0.00349075,0.00349075
265,14090,0.4508,0.23774,1.00969,0.99978,0.49947,0.65702,0.62671,2.1195,3.73419,2.34984,0.003466,0.003466,0.003466
266,14140.4,0.44692,0.2374,1.01627,0.99965,0.49947,0.65637,0.62639,2.11258,3.72007,2.34907,0.00344125,0.00344125,0.00344125
267,14190.6,0.44349,0.23517,1.00936,0.99993,0.49947,0.66964,0.63922,2.10548,3.71394,2.34921,0.0034165,0.0034165,0.0034165
268,14241,0.44218,0.23387,1.01115,0.99993,0.49947,0.66775,0.63711,2.10571,3.7377,2.34937,0.00339175,0.00339175,0.00339175
269,14291.3,0.45579,0.237,1.01529,0.99993,0.49947,0.66106,0.63139,2.07981,3.75484,2.3336,0.003367,0.003367,0.003367
270,14341.3,0.44362,0.23605,1.00487,0.99993,0.49947,0.65615,0.62641,2.08536,3.75515,2.33831,0.00334225,0.00334225,0.00334225
271,14391.3,0.44946,0.23675,1.01614,0.99993,0.49947,0.65583,0.62602,2.08531,3.74431,2.34059,0.0033175,0.0033175,0.0033175
272,14440.9,0.45236,0.23817,1.02299,0.99993,0.49947,0.63243,0.60316,2.07111,3.7348,2.33937,0.00329275,0.00329275,0.00329275
273,14490.4,0.44664,0.23485,1.01436,0.99993,0.49947,0.62216,0.59304,2.06594,3.71516,2.3392,0.003268,0.003268,0.003268
274,14539.9,0.44657,0.2349,1.01389,0.99993,0.49947,0.63435,0.60477,2.08719,3.73697,2.35815,0.00324325,0.00324325,0.00324325
275,14589.5,0.44897,0.23616,1.01372,0.99993,0.49947,0.63673,0.60709,2.09107,3.73707,2.3636,0.0032185,0.0032185,0.0032185
276,14639.4,0.445,0.23566,1.01637,0.99993,0.49947,0.64321,0.61438,2.0924,3.73199,2.36041,0.00319375,0.00319375,0.00319375
277,14688.6,0.43898,0.23376,1.00718,0.99992,0.49947,0.64931,0.62001,2.11508,3.74107,2.37953,0.003169,0.003169,0.003169
278,14737.7,0.44244,0.23283,1.00759,0.99993,0.49947,0.65691,0.627,2.11101,3.72785,2.37981,0.00314425,0.00314425,0.00314425
279,14787.8,0.44778,0.23275,1.01632,0.99993,0.49947,0.67118,0.6414,2.10584,3.74039,2.37026,0.0031195,0.0031195,0.0031195
280,14837.8,0.44588,0.23398,1.01336,0.99993,0.49947,0.68666,0.65751,2.10799,3.76442,2.36979,0.00309475,0.00309475,0.00309475
281,14888,0.4427,0.23452,1.00168,0.99993,0.49947,0.68743,0.65722,2.12332,3.76667,2.38256,0.00307,0.00307,0.00307
282,14938.6,0.44052,0.23188,1.01125,0.99993,0.49947,0.6943,0.665,2.13564,3.77706,2.39039,0.00304525,0.00304525,0.00304525
283,14988.6,0.43884,0.22976,1.0133,0.99993,0.49947,0.69347,0.6641,2.13063,3.77132,2.38469,0.0030205,0.0030205,0.0030205
284,15038.6,0.43651,0.22723,1.00405,0.99992,0.49947,0.68789,0.65896,2.12373,3.76647,2.38266,0.00299575,0.00299575,0.00299575
285,15088.6,0.44012,0.23001,1.0049,0.99993,0.49947,0.68805,0.65938,2.11246,3.75483,2.37247,0.002971,0.002971,0.002971
286,15138.2,0.44186,0.23357,1.00954,0.99993,0.49947,0.69233,0.66322,2.11768,3.74912,2.37188,0.00294625,0.00294625,0.00294625
287,15187.2,0.44237,0.23526,1.00252,0.99993,0.49947,0.69801,0.66785,2.11611,3.73143,2.36694,0.0029215,0.0029215,0.0029215
288,15235.8,0.44027,0.23279,1.00193,0.99993,0.49947,0.6953,0.66553,2.11046,3.72184,2.36021,0.00289675,0.00289675,0.00289675
289,15285,0.43726,0.22878,1.00141,0.99993,0.49947,0.68961,0.65992,2.10374,3.72591,2.3549,0.002872,0.002872,0.002872
290,15334,0.43874,0.22757,1.00636,0.99993,0.49947,0.68867,0.65924,2.11313,3.73165,2.36713,0.00284725,0.00284725,0.00284725
291,15382.9,0.43885,0.23314,1.00556,0.99993,0.49947,0.68914,0.65894,2.12208,3.73523,2.37661,0.0028225,0.0028225,0.0028225
292,15432,0.4338,0.23106,0.99933,0.99993,0.49947,0.67901,0.6502,2.1198,3.72993,2.37337,0.00279775,0.00279775,0.00279775
293,15481,0.42649,0.22535,0.99212,0.99993,0.49947,0.67665,0.64723,2.12369,3.72967,2.37928,0.002773,0.002773,0.002773
294,15529.8,0.42911,0.22691,1.00041,0.99993,0.49947,0.67235,0.64363,2.13453,3.728,2.38831,0.00274825,0.00274825,0.00274825
295,15579.5,0.42961,0.22454,1.0015,0.99993,0.49947,0.67916,0.65026,2.14684,3.72137,2.39772,0.0027235,0.0027235,0.0027235
296,15629.6,0.43872,0.2332,1.00295,0.99993,0.49947,0.68727,0.65789,2.14399,3.72053,2.39871,0.00269875,0.00269875,0.00269875
297,15679.5,0.43291,0.22919,0.99933,0.99993,0.49947,0.68774,0.65869,2.15731,3.72169,2.4163,0.002674,0.002674,0.002674
298,15729.9,0.43893,0.23173,1.00953,0.99993,0.49947,0.68529,0.65618,2.165,3.71884,2.42162,0.00264925,0.00264925,0.00264925
299,15780.2,0.436,0.2301,1.00127,0.99993,0.49947,0.67515,0.64615,2.16448,3.71218,2.42405,0.0026245,0.0026245,0.0026245
300,15831.2,0.42904,0.22557,1.00671,0.99993,0.49947,0.67528,0.6462,2.17264,3.71563,2.43703,0.00259975,0.00259975,0.00259975
301,15881.2,0.43739,0.22967,1.01197,0.99993,0.49947,0.68029,0.65066,2.18308,3.71506,2.44075,0.002575,0.002575,0.002575
302,15931.2,0.42906,0.22578,1.00234,0.99993,0.49947,0.67692,0.64762,2.18464,3.7137,2.44715,0.00255025,0.00255025,0.00255025
303,15980.7,0.42881,0.22513,0.99612,0.99992,0.49947,0.67887,0.64933,2.17628,3.71388,2.44279,0.0025255,0.0025255,0.0025255
304,16030.2,0.42393,0.22497,1.00051,0.99992,0.49947,0.68072,0.65148,2.16824,3.71836,2.43507,0.00250075,0.00250075,0.00250075
305,16079.5,0.44145,0.22995,1.01339,0.99993,0.49947,0.68261,0.65427,2.1734,3.72754,2.44371,0.002476,0.002476,0.002476
306,16128.9,0.43163,0.22643,1.00011,0.99993,0.49947,0.68203,0.65361,2.1787,3.73646,2.43935,0.00245125,0.00245125,0.00245125
307,16178.6,0.42064,0.22178,0.9902,0.99993,0.49947,0.67775,0.65014,2.16121,3.73745,2.42357,0.0024265,0.0024265,0.0024265
308,16228,0.42739,0.22096,0.99562,0.99993,0.49947,0.67748,0.65,2.15832,3.74112,2.41993,0.00240175,0.00240175,0.00240175
309,16277,0.42946,0.2248,0.9957,0.99993,0.49947,0.67624,0.64866,2.15502,3.74072,2.41229,0.002377,0.002377,0.002377
310,16325.9,0.43033,0.22397,0.99665,0.99993,0.49947,0.67569,0.64775,2.15892,3.74088,2.41856,0.00235225,0.00235225,0.00235225
311,16375.7,0.41626,0.22023,0.98908,0.99993,0.49947,0.67131,0.64412,2.1602,3.74079,2.4182,0.0023275,0.0023275,0.0023275
312,16425.7,0.42781,0.22403,0.99523,0.99993,0.49947,0.6717,0.64423,2.16395,3.74059,2.42282,0.00230275,0.00230275,0.00230275
313,16475.7,0.43222,0.22537,0.99892,0.99993,0.49947,0.67421,0.64742,2.16639,3.74006,2.42308,0.002278,0.002278,0.002278
314,16525.4,0.43352,0.2251,1.00688,0.99993,0.49947,0.67248,0.64513,2.16843,3.7413,2.42824,0.00225325,0.00225325,0.00225325
315,16575.9,0.42075,0.22096,0.99599,0.99993,0.49947,0.67367,0.64591,2.16345,3.74143,2.42357,0.0022285,0.0022285,0.0022285
316,16626.8,0.42153,0.22034,0.99561,0.99993,0.49947,0.67624,0.64765,2.1715,3.73831,2.43027,0.00220375,0.00220375,0.00220375
317,16681.9,0.42693,0.22252,0.99218,0.99993,0.49947,0.67873,0.6507,2.17638,3.73234,2.43756,0.002179,0.002179,0.002179
